Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Banyo_Sayısı
150.0,165.0,4.0,1.Kat,0,1.0,Kombi Doğalgaz,14.316286451937186,batman,5.999999999999999,Kiracı Oturuyor,1,0,1.0
150.0,159.99999999999997,4.0,8.Kat,0,3.0,Kombi Doğalgaz,14.316286451937186,batman,8.0,Mülk Sahibi Oturuyor,1,0,1.0
192.0,200.0,4.0,3.Kat,0,0.0,Kombi Doğalgaz,15.150511887854474,batman,5.0,Boş,1,0,2.0
145.0,170.0,4.0,4.Kat,0,3.0,Kombi Doğalgaz,14.316286451937186,batman,5.999999999999999,Kiracı Oturuyor,0,0,2.0
80.0,95.0,3.0,4.Kat,0,0.0,Kombi Doğalgaz,14.23750562376114,batman,4.0,Boş,0,1,2.0
200.0,220.0,5.0,6.Kat,0,1.0,Kombi Doğalgaz,15.663965528349175,batman,2.0,Kiracı Oturuyor,0,0,2.0
85.0,95.0,3.0,2.Kat,0,0.0,Kombi Doğalgaz,14.220976332738882,batman,4.0,Boş,1,0,1.0
175.0,200.0,5.0,3.Kat,0,0.0,Yerden Isıtma,14.845130332288226,batman,5.0,Boş,1,1,2.0
150.0,165.0,4.0,3.Kat,0,4.0,Kombi Doğalgaz,14.25376613405651,batman,5.0,Kiracı Oturuyor,1,0,1.0
75.0,85.0,3.0,5.Kat,0,0.0,Kombi Doğalgaz,14.3662303219268,batman,5.0,Boş,0,0,1.0
130.0,140.0,4.0,2.Kat,0,0.0,Kombi Doğalgaz,14.375126917328108,batman,3.0,Boş,0,0,2.0
120.0,130.0,3.0,Düz Giriş (Zemin),0,1.0,Kombi Doğalgaz,14.187074804051692,batman,7.0,Mülk Sahibi Oturuyor,0,0,1.0
125.0,135.0,4.0,3.Kat,0,0.0,Kombi Doğalgaz,14.375126917328108,batman,3.0,Boş,0,0,2.0
153.0,175.0,5.0,2.Kat,0,0.0,Kombi Doğalgaz,14.626441218624947,batman,5.0,Boş,0,0,2.0
185.0,220.0,5.0,9.Kat,0,0.0,Kombi Doğalgaz,14.914123179965662,batman,11.0,Boş,1,0,2.0
150.0,159.99999999999997,4.0,5.Kat,0,1.0,Diğer,14.066270054521269,batman,5.0,Kiracı Oturuyor,1,0,2.0
135.0,145.0,4.0,1.Kat,0,0.0,Kombi Doğalgaz,14.346139397261563,batman,3.0,Boş,1,0,2.0
150.0,165.0,4.5,1.Kat,0,0.0,Kombi Doğalgaz,14.827111833279051,batman,5.0,Boş,1,1,2.0
85.0,100.0,2.0,Düz Giriş (Zemin),1,1.0,Kombi Doğalgaz,13.997832948091215,batman,5.999999999999999,Kiracı Oturuyor,1,1,1.0
72.0,82.0,3.0,3.Kat,0,0.0,Kombi Doğalgaz,14.360738188157574,batman,3.0,Boş,0,1,2.0
120.0,140.0,4.0,6.Kat,0,0.0,Yerden Isıtma,14.508658238524095,batman,7.0,Boş,0,0,2.0
150.0,170.0,4.0,3.Kat,0,1.0,Yerden Isıtma,15.0824584431417,batman,5.0,Kiracı Oturuyor,0,0,2.0
140.0,170.0,4.0,3.Kat,0,0.0,Kombi Doğalgaz,14.3864906695216,batman,9.0,Boş,0,0,2.0
91.0,115.0,3.0,5.Kat,0,0.0,Yerden Isıtma,14.452087916136216,batman,5.0,Boş,0,0,1.0
150.0,175.0,4.5,3.Kat,0,0.0,Kombi Doğalgaz,14.45736497045232,batman,10.0,Boş,0,0,2.0
280.0,300.0,4.0,7.Kat,0,2.0,Kombi Doğalgaz,14.375126917328108,batman,7.0,Mülk Sahibi Oturuyor,1,0,2.0
170.0,200.0,5.0,7.Kat,0,3.0,Kombi Doğalgaz,14.557448378884017,batman,7.0,Mülk Sahibi Oturuyor,1,0,2.0
220.0,250.0,5.999999999999999,12.Kat,0,0.0,Kombi Doğalgaz,15.319588176962746,batman,12.0,Boş,0,0,2.0
85.0,105.0,3.0,4.Kat,0,0.0,Yerden Isıtma,14.48334044336031,batman,9.0,Boş,0,0,2.0
178.0,200.0,5.499999999999999,1.Kat,0,0.0,Yerden Isıtma,15.024471202308668,batman,4.0,Boş,0,0,2.0
185.0,220.0,5.0,7.Kat,0,0.0,Kombi Doğalgaz,15.137266664613223,batman,11.0,Boş,0,0,2.0
155.0,183.0,5.0,3.Kat,0,0.0,Kombi Doğalgaz,15.18922639004183,batman,5.0,Boş,0,0,2.0
165.0,180.0,5.0,1.Kat,0,0.0,Yerden Isıtma,14.53335083891935,batman,7.0,Boş,1,0,2.0
159.0,177.0,5.0,2.Kat,0,0.0,Yerden Isıtma,15.096444681204076,batman,5.999999999999999,Boş,1,0,2.0
153.0,175.0,5.0,4.Kat,0,0.0,Yerden Isıtma,14.51860856442677,batman,5.999999999999999,Boş,1,0,2.0
140.0,150.0,4.0,6.Kat,0,1.0,Kombi Doğalgaz,14.07787559166224,batman,5.999999999999999,Mülk Sahibi Oturuyor,1,0,1.0
140.0,150.0,4.0,1.Kat,0,0.0,Kombi Doğalgaz,14.346139397261563,batman,8.0,Boş,1,1,2.0
85.0,105.0,3.0,4.Kat,0,0.0,Kombi Doğalgaz,14.403297778421797,batman,5.0,Boş,1,0,1.0
135.0,150.0,4.0,5.Kat,0,0.0,Kombi Doğalgaz,14.204169225721929,batman,5.999999999999999,Boş,1,0,1.0
240.00000000000003,535.0,7.0,Bahçe Katı,0,0.0,Yerden Isıtma,15.830413711839862,batman,3.0,Boş,1,0,2.0
105.0,120.0,4.0,4.Kat,0,0.0,Yerden Isıtma,14.669926311652166,batman,5.999999999999999,Boş,0,0,1.0
135.0,155.0,4.0,8.Kat,0,1.0,Kombi Doğalgaz,14.316286451937186,batman,9.0,Kiracı Oturuyor,1,0,2.0
147.0,177.0,4.5,6.Kat,0,0.0,Kombi Doğalgaz,14.53335083891935,batman,9.0,Boş,1,0,2.0
147.0,178.0,4.0,5.Kat,0,0.0,Kombi Doğalgaz,14.78059183496017,batman,14.0,Boş,1,0,2.0
160.0,180.0,5.0,Yüksek Giriş,0,0.0,Yerden Isıtma,14.648420115681892,batman,9.0,Boş,1,0,2.0
140.0,155.0,4.0,4.Kat,0,3.0,Kombi Doğalgaz,14.48334044336031,bayburt,5.0,Boş,0,0,1.0
90.0,95.0,3.0,1.Kat,0,2.0,Kombi Doğalgaz,14.269766465162304,bayburt,3.0,Boş,0,1,1.0
145.0,155.0,4.0,4.Kat,0,4.0,Kombi Doğalgaz,14.25376613405651,bayburt,5.0,Boş,0,1,1.0
70.0,85.0,3.0,2.Kat,1,2.0,Kombi Doğalgaz,14.25376613405651,bayburt,5.0,Kiracı Oturuyor,1,0,1.0
95.0,110.0,4.0,Düz Giriş (Zemin),0,1.0,Kombi Doğalgaz,13.901689171636098,bayburt,5.0,Boş,0,1,1.0
145.0,159.99999999999997,4.0,3.Kat,0,1.0,Kombi Doğalgaz,14.200773639026794,bayburt,5.999999999999999,Boş,0,0,2.0
165.0,175.0,4.0,2.Kat,0,0.0,Kombi Doğalgaz,14.741752016731123,bayburt,5.0,Boş,0,1,1.0
90.0,100.0,3.0,Düz Giriş (Zemin),1,2.0,Kombi Doğalgaz,14.0225255403564,bayburt,5.0,Boş,0,1,1.0
145.0,155.0,4.0,2.Kat,0,2.0,Kombi Doğalgaz,14.751604309291396,bayburt,4.0,Boş,0,1,2.0
135.0,149.0,4.0,6.Kat,0,0.0,Kombi Doğalgaz,14.648420115681892,bayburt,5.999999999999999,Boş,0,0,2.0
135.0,149.0,4.0,5.Kat,0,0.0,Kombi Doğalgaz,14.45736497045232,bayburt,5.999999999999999,Boş,0,0,2.0
145.0,159.99999999999997,4.0,Yüksek Giriş,0,1.0,Kombi Doğalgaz,14.557448378884017,bayburt,7.0,Boş,1,1,1.0
70.0,79.99999999999999,3.0,Düz Giriş (Zemin),0,1.0,Kombi Doğalgaz,14.030622744032506,bayburt,4.0,Kiracı Oturuyor,0,0,1.0
128.0,140.0,4.0,3.Kat,0,2.0,Kombi Doğalgaz,14.446782866720884,bayburt,5.0,Boş,0,1,1.0
135.0,149.0,4.0,7.Kat,0,0.0,Kombi Doğalgaz,14.648420115681892,bayburt,7.0,Boş,0,0,2.0
60.00000000000001,70.0,3.0,2.Kat,0,1.0,Yerden Isıtma,14.316286451937186,bayburt,4.0,Kiracı Oturuyor,1,0,1.0
150.0,159.99999999999997,4.0,2.Kat,0,2.0,Kombi Doğalgaz,14.446782866720884,bayburt,4.0,Kiracı Oturuyor,1,0,2.0
100.0,115.0,3.0,5.Kat,0,1.0,Kombi Doğalgaz,14.346139397261563,bayburt,5.0,Kiracı Oturuyor,1,0,2.0
196.0,215.0,4.0,7.Kat,0,1.0,Kombi Doğalgaz,15.068273812173883,bayburt,10.0,Kiracı Oturuyor,1,0,2.0
270.0,280.0,5.0,Villa Tipi,0,3.0,Kombi Doğalgaz,15.26242977619469,bayburt,3.0,Boş,1,0,2.0
90.0,100.0,3.0,2.Kat,0,5.0,Kombi Doğalgaz,14.862829903121966,bayburt,4.0,Kiracı Oturuyor,0,0,1.0
115.0,125.00000000000004,4.0,Bahçe Katı,0,2.0,Kombi Doğalgaz,14.11561589115508,bayburt,5.0,Boş,1,0,1.0
200.0,220.0,7.0,5.Kat,0,0.0,Kombi Doğalgaz,14.99416586199818,bayburt,5.0,Boş,1,0,3.0
80.0,90.0,3.0,1.Kat,1,1.0,Kombi Doğalgaz,14.285514812209817,bayburt,4.0,Kiracı Oturuyor,1,0,1.0
80.0,95.0,3.0,2.Kat,0,1.0,Kombi Doğalgaz,14.207553321415745,bayburt,5.0,Boş,0,0,1.0
120.0,130.0,4.0,5.Kat,0,2.0,Kombi Doğalgaz,14.346139397261563,bayburt,5.0,Boş,1,0,1.0
60.00000000000001,70.0,2.0,Düz Giriş (Zemin),1,2.0,Kombi Doğalgaz,13.864301674514206,bayburt,5.0,Kiracı Oturuyor,1,1,1.0
150.0,155.0,4.0,3.Kat,0,2.0,Kombi Doğalgaz,14.53821702620254,bayburt,8.0,Boş,1,0,2.0
140.0,156.0,4.0,2.Kat,0,1.0,Kombi Doğalgaz,15.598901945589024,bayburt,4.0,Boş,1,0,1.0
130.0,140.0,4.0,3.Kat,0,1.0,Kombi Doğalgaz,14.862829903121966,bayburt,4.0,Boş,1,0,2.0
125.0,135.0,4.0,1.Kat,0,0.0,Yerden Isıtma,14.204169225721929,bayburt,5.999999999999999,Boş,1,0,1.0
150.0,159.99999999999997,4.0,7.Kat,0,1.0,Kombi Doğalgaz,14.626441218624947,bayburt,7.0,Mülk Sahibi Oturuyor,1,0,1.0
135.0,139.0,4.0,2.Kat,0,2.0,Diğer,14.4306967375949,bayburt,4.0,Mülk Sahibi Oturuyor,1,1,1.0
250.0,280.0,5.0,Müstakil,0,2.0,Kombi Doğalgaz,15.123843647884687,bayburt,3.0,Boş,1,0,2.0
370.0,390.0,8.0,5.Kat,0,1.0,Kombi Doğalgaz,15.444751293772969,bayburt,5.0,Boş,1,0,4.0
230.0,250.0,7.0,5.Kat,0,0.0,Yerden Isıtma,14.862829903121966,bayburt,5.0,Boş,1,1,4.0
130.0,150.0,4.0,4.Kat,0,0.0,Yerden Isıtma,14.403297778421797,bayburt,5.0,Boş,1,0,2.0
200.0,220.0,7.0,5.Kat,0,0.0,Kombi Doğalgaz,14.731801689838347,bayburt,5.0,Boş,1,1,2.0
140.0,150.0,4.0,Düz Giriş (Zemin),1,0.0,Kombi Doğalgaz,14.731801689838347,bayburt,4.0,Boş,1,1,1.0
132.0,140.0,4.0,3.Kat,0,5.0,Kombi Doğalgaz,15.009433329466964,bilecik,3.0,Mülk Sahibi Oturuyor,0,1,2.0
150.0,200.0,5.0,21.Kat,0,5.0,Sobalı,13.910821646859093,bilecik,3.0,Boş,0,0,1.0
120.0,125.00000000000004,4.0,1.Kat,0,4.0,Kombi Doğalgaz,14.316286451937186,bilecik,5.0,Kiracı Oturuyor,1,0,1.0
132.0,140.0,4.0,3.Kat,0,5.0,Kombi Doğalgaz,15.009433329466964,bilecik,3.0,Mülk Sahibi Oturuyor,0,1,2.0
130.0,140.0,4.0,2.Kat,0,2.0,Kombi Doğalgaz,14.648420115681892,bilecik,5.0,Kiracı Oturuyor,0,0,2.0
140.0,145.0,4.0,4.Kat,0,3.0,Kombi Doğalgaz,14.45736497045232,bilecik,5.0,Mülk Sahibi Oturuyor,0,0,1.0
120.0,125.00000000000004,3.0,2.Kat,0,2.0,Kombi Doğalgaz,14.862829903121966,bilecik,5.999999999999999,Mülk Sahibi Oturuyor,0,0,1.0
110.0,215.0,8.0,5.Kat,0,5.0,Kombi Doğalgaz,14.946912992035967,bilecik,3.0,Kiracı Oturuyor,1,0,3.0
225.0,240.0,5.999999999999999,5.Kat,0,1.0,Kombi Doğalgaz,15.05388507886257,bilecik,5.0,Kiracı Oturuyor,0,0,2.0
54.99999999999999,60.0,2.0,4.Kat,1,1.0,Kombi Doğalgaz,14.417091092943783,bilecik,5.999999999999999,Kiracı Oturuyor,0,1,1.0
150.0,165.0,5.999999999999999,22.Kat,0,5.0,Kombi Doğalgaz,14.11561589115508,bilecik,2.0,Boş,0,1,2.0
80.0,100.0,3.0,3.Kat,0,5.0,Kombi Doğalgaz,14.11561589115508,bilecik,5.0,Kiracı Oturuyor,0,0,1.0
95.0,110.0,3.0,4.Kat,0,2.0,Kombi Doğalgaz,14.375126917328108,bilecik,5.0,Kiracı Oturuyor,0,0,2.0
54.99999999999999,64.0,2.0,40+.Kat,1,0.0,Sobalı,14.375126917328108,bilecik,1.0,Mülk Sahibi Oturuyor,1,1,1.0
135.0,145.0,4.0,6.Kat,0,0.0,Kombi Doğalgaz,14.81981253346144,bilecik,9.0,Boş,1,0,2.0
110.0,130.0,3.0,Düz Giriş (Zemin),0,2.0,Kombi Doğalgaz,14.220976332738882,bilecik,5.0,Mülk Sahibi Oturuyor,0,0,1.0
75.0,90.0,3.0,Düz Giriş (Zemin),0,2.0,Kombi Doğalgaz,14.07787559166224,bilecik,11.0,Mülk Sahibi Oturuyor,1,0,1.0
125.0,150.0,4.0,4.Kat,0,2.0,Kombi Doğalgaz,14.571633007169066,bilecik,5.999999999999999,Mülk Sahibi Oturuyor,0,0,2.0
135.0,140.0,4.0,2.Kat,0,5.0,Merkezi Doğalgaz,14.557448378884017,bilecik,4.0,Kiracı Oturuyor,1,0,1.0
130.0,135.0,4.0,1.Kat,0,3.0,Kombi Doğalgaz,14.45736497045232,bilecik,4.0,Mülk Sahibi Oturuyor,1,0,2.0
160.0,170.0,5.0,5.Kat,0,5.0,Kombi Doğalgaz,14.603968372873895,bilecik,5.0,Mülk Sahibi Oturuyor,1,0,2.0
118.0,130.0,4.0,3.Kat,0,5.0,Kombi Doğalgaz,14.375126917328108,bilecik,3.0,Mülk Sahibi Oturuyor,0,1,1.0
170.0,190.0,5.0,5.Kat,0,0.0,Kombi Doğalgaz,14.946912992035967,bilecik,5.999999999999999,Boş,0,1,2.0
160.0,170.0,4.0,Çatı Dubleks,0,5.0,Kombi Doğalgaz,14.603968372873895,bilecik,5.0,Mülk Sahibi Oturuyor,1,0,2.0
145.0,155.0,4.0,4.Kat,0,3.0,Kombi Doğalgaz,14.897316067298997,bilecik,5.999999999999999,Kiracı Oturuyor,1,0,2.0
140.0,150.0,4.0,5.Kat,0,3.0,Kombi Doğalgaz,14.626441218624947,bilecik,5.999999999999999,Kiracı Oturuyor,1,0,1.0
140.0,150.0,4.0,22.Kat,1,5.0,Kombi Doğalgaz,15.123843647884687,bilecik,2.0,Boş,0,0,1.0
135.0,140.0,4.0,6.Kat,0,2.0,Kombi Doğalgaz,14.580978865220017,bilecik,7.0,Kiracı Oturuyor,0,0,1.0
88.0,92.0,3.0,4.Kat,0,0.0,Yerden Isıtma,14.508658238524095,bilecik,5.0,Boş,0,1,1.0
120.0,125.00000000000004,4.0,3.Kat,0,1.0,Kombi Doğalgaz,14.603968372873895,bilecik,5.0,Mülk Sahibi Oturuyor,0,0,1.0
125.0,145.0,4.0,3.Kat,0,4.0,Kombi Doğalgaz,14.375126917328108,bilecik,5.0,Kiracı Oturuyor,0,1,1.0
120.0,130.0,3.0,1.Kat,0,3.0,Kombi Doğalgaz,14.316286451937186,bilecik,2.0,Mülk Sahibi Oturuyor,0,1,1.0
130.0,140.0,4.0,1.Kat,0,5.0,Kombi Doğalgaz,14.328334783195157,bilecik,5.0,Boş,1,0,1.0
135.0,150.0,4.0,1.Kat,0,1.0,Kombi Doğalgaz,15.05388507886257,bilecik,5.0,Boş,0,0,2.0
100.0,120.0,3.0,26.Kat,0,0.0,Diğer,14.564565843275645,bilecik,1.0,Mülk Sahibi Oturuyor,1,1,1.0
120.0,130.0,3.0,1.Kat,0,3.0,Kombi Doğalgaz,14.316286451937186,bilecik,2.0,Mülk Sahibi Oturuyor,0,1,1.0
145.0,155.0,4.0,2.Kat,0,3.0,Kombi Doğalgaz,14.626441218624947,bilecik,5.0,Boş,0,0,1.0
135.0,140.0,4.0,3.Kat,0,1.0,Kombi Doğalgaz,14.626441218624947,bilecik,4.0,Kiracı Oturuyor,0,0,2.0
118.0,125.00000000000004,4.0,2.Kat,0,1.0,Kombi Doğalgaz,14.669926311652166,bilecik,5.0,Mülk Sahibi Oturuyor,0,1,1.0
100.0,120.0,3.0,Müstakil,0,5.0,Kombi Doğalgaz,15.137266664613223,bilecik,3.0,Kiracı Oturuyor,1,1,1.0
145.0,150.0,4.0,5.Kat,0,4.0,Kombi Doğalgaz,14.217637433703022,bilecik,5.0,Kiracı Oturuyor,0,1,2.0
125.0,130.0,4.0,3.Kat,0,4.0,Kombi Doğalgaz,14.603968372873895,bilecik,5.0,Kiracı Oturuyor,0,0,1.0
125.0,145.0,4.0,5.Kat,0,5.0,Kombi Doğalgaz,14.4306967375949,bilecik,5.0,Kiracı Oturuyor,0,1,1.0
120.0,125.00000000000004,4.0,4.Kat,0,5.0,Kombi Doğalgaz,14.151983508870948,bilecik,5.0,Boş,0,0,1.0
130.0,150.0,4.0,4.Kat,0,5.0,Diğer,14.346139397261563,bilecik,4.0,Boş,0,0,1.0
140.0,159.99999999999997,4.0,4.Kat,0,0.0,Kombi Doğalgaz,14.751604309291396,bilecik,9.0,Boş,0,0,2.0
130.0,135.0,4.0,5.Kat,0,4.0,Kombi Doğalgaz,14.25376613405651,bilecik,5.0,Kiracı Oturuyor,1,0,1.0
115.0,120.0,3.0,3.Kat,0,1.0,Sobalı,14.151983508870948,bilecik,2.0,Mülk Sahibi Oturuyor,0,0,1.0
125.0,135.0,4.0,5.Kat,0,0.0,Kombi Doğalgaz,14.580978865220017,bilecik,5.999999999999999,Boş,0,0,1.0
120.0,130.0,4.0,3.Kat,0,5.0,Kombi Doğalgaz,14.269766465162304,bilecik,4.0,Mülk Sahibi Oturuyor,0,0,1.0
130.0,140.0,4.0,2.Kat,0,2.0,Kombi Doğalgaz,14.978661680269909,bilecik,5.0,Kiracı Oturuyor,0,0,1.0
105.0,120.0,4.0,1.Kat,0,0.0,Kombi Doğalgaz,14.42527667306328,bilecik,5.999999999999999,Boş,0,0,1.0
100.0,110.0,4.0,1.Kat,0,3.0,Kombi Doğalgaz,14.375126917328108,bilecik,5.0,Kiracı Oturuyor,0,0,1.0
80.0,90.0,2.0,6.Kat,0,2.0,Kombi Doğalgaz,14.093143052138023,bilecik,5.999999999999999,Kiracı Oturuyor,0,0,1.0
85.0,100.0,3.0,Düz Giriş (Zemin),0,2.0,Kombi Doğalgaz,14.337276715240234,bilecik,5.0,Boş,0,0,1.0
110.0,125.00000000000004,4.0,4.Kat,0,2.0,Kombi Doğalgaz,14.580978865220017,bilecik,5.999999999999999,Kiracı Oturuyor,0,1,1.0
100.0,110.0,3.0,Bahçe Katı,1,2.0,Kombi Doğalgaz,13.887832149776026,bilecik,7.0,Kiracı Oturuyor,0,1,1.0
125.0,145.0,4.0,3.Kat,0,4.0,Kombi Doğalgaz,14.375126917328108,bilecik,5.0,Kiracı Oturuyor,0,1,1.0
100.0,144.0,5.0,6.Kat,0,5.0,Kombi Doğalgaz,14.23750562376114,bilecik,2.0,Boş,0,0,1.0
70.0,400.0,2.0,40+.Kat,0,0.0,Sobalı,14.07787559166224,bilecik,2.0,Boş,1,0,1.0
150.0,159.99999999999997,4.0,2.Kat,0,2.0,Kombi Doğalgaz,14.77102238760702,bilecik,8.0,Mülk Sahibi Oturuyor,0,1,2.0
110.0,115.0,3.0,Kot 2 (-2).Kat,0,0.0,Kombi Doğalgaz,14.557448378884017,bilecik,5.0,Boş,1,1,1.0
80.0,120.0,3.0,5.Kat,0,0.0,Kombi Doğalgaz,14.45736497045232,bilecik,5.0,Boş,1,1,1.0
220.0,250.0,5.0,6.Kat,0,1.0,Kombi Doğalgaz,14.77102238760702,bilecik,5.999999999999999,Mülk Sahibi Oturuyor,0,1,1.0
140.0,150.0,4.0,2.Kat,0,1.0,Kombi Doğalgaz,14.580978865220017,bilecik,5.999999999999999,Mülk Sahibi Oturuyor,1,0,2.0
110.0,120.0,3.0,2.Kat,0,2.0,Kombi Doğalgaz,14.260197020251155,bilecik,5.999999999999999,Kiracı Oturuyor,1,0,1.0
180.0,200.0,4.0,Bahçe Dublex,0,5.0,Kombi Doğalgaz,14.962913328262085,bilecik,2.0,Mülk Sahibi Oturuyor,0,1,1.0
150.0,155.0,4.0,2.Kat,0,0.0,Kombi Doğalgaz,14.77102238760702,bilecik,4.0,Boş,1,0,2.0
150.0,159.99999999999997,4.0,18.Kat,0,5.0,Kombi Doğalgaz,14.99416586199818,bilecik,2.0,Mülk Sahibi Oturuyor,1,0,1.0
105.0,118.0,3.0,3.Kat,0,4.0,Diğer,15.285686632949895,bilecik,3.0,Mülk Sahibi Oturuyor,0,0,3.0
112.0,130.0,4.0,2.Kat,0,0.0,Yerden Isıtma,14.648420115681892,bilecik,5.0,Boş,0,0,1.0
240.00000000000003,260.0,7.0,5.Kat,0,2.0,Kombi Doğalgaz,14.978661680269909,bilecik,5.0,Mülk Sahibi Oturuyor,0,0,2.0
150.0,159.99999999999997,3.0,1.Kat,0,3.0,Kombi Doğalgaz,14.316286451937186,bilecik,7.0,Boş,0,0,1.0
145.0,155.0,4.0,1.Kat,1,1.0,Kombi Doğalgaz,14.403297778421797,bilecik,5.0,Mülk Sahibi Oturuyor,0,1,1.0
80.0,90.0,3.0,3.Kat,0,0.0,Kombi Doğalgaz,14.316286451937186,bilecik,4.0,Boş,0,1,1.0
180.0,200.0,5.0,5.Kat,0,1.0,Kombi Doğalgaz,14.914123179965662,bilecik,5.0,Mülk Sahibi Oturuyor,0,1,2.0
110.0,115.0,4.0,5.Kat,0,2.0,Kombi Doğalgaz,14.403297778421797,bilecik,5.999999999999999,Kiracı Oturuyor,0,0,1.0
110.0,127.0,4.0,1.Kat,0,5.0,Kombi Doğalgaz,14.151983508870948,bilecik,5.999999999999999,Mülk Sahibi Oturuyor,0,1,2.0
140.0,145.0,4.0,3.Kat,0,0.0,Kombi Doğalgaz,14.375126917328108,bingol,4.0,Boş,0,0,1.0
140.0,150.0,4.0,3.Kat,0,0.0,Kombi Doğalgaz,14.508658238524095,bingol,4.0,Boş,0,0,2.0
128.0,130.0,4.0,Yüksek Giriş,0,0.0,Kombi Doğalgaz,13.997832948091215,bingol,5.0,Boş,1,0,1.0
90.0,105.0,3.0,2.Kat,0,1.0,Merkezi Doğalgaz,14.151983508870948,bitlis,4.0,Kiracı Oturuyor,1,0,1.0
110.0,120.0,3.0,1.Kat,0,0.0,Kombi Doğalgaz,14.25376613405651,bitlis,5.0,Boş,1,1,1.0
148.0,164.0,4.0,4.Kat,0,0.0,Kombi Doğalgaz,14.648420115681892,bitlis,5.0,Kiracı Oturuyor,1,1,1.0
130.0,145.0,4.0,Yüksek Giriş,0,0.0,Kombi Doğalgaz,14.316286451937186,bitlis,5.0,Boş,1,1,1.0
80.0,100.0,3.0,4.Kat,0,0.0,Kombi Doğalgaz,14.220976332738882,bitlis,5.999999999999999,Boş,1,1,1.0
100.0,115.0,3.0,2.Kat,0,1.0,Kombi Doğalgaz,14.4306967375949,bitlis,4.0,Boş,1,1,1.0
168.0,200.0,5.0,21.Kat,0,3.0,Kombi Doğalgaz,15.226497775576943,bolu,2.0,Boş,0,1,2.0
90.0,110.0,3.0,2.Kat,0,2.0,Kombi Doğalgaz,14.45736497045232,bolu,4.0,Boş,0,0,1.0
110.0,120.0,3.0,Yüksek Giriş,0,2.0,Kombi Doğalgaz,14.392124484065866,bolu,4.0,Kiracı Oturuyor,0,0,1.0
100.0,110.0,3.0,4.Kat,0,0.0,Kombi Doğalgaz,14.751604309291396,bolu,4.0,Boş,0,1,1.0
120.0,130.0,4.0,4.Kat,0,2.0,Kombi Doğalgaz,14.557448378884017,bolu,4.0,Boş,0,0,1.0
110.0,120.0,3.0,1.Kat,0,2.0,Kombi Doğalgaz,14.72376952136689,bolu,5.0,Boş,0,0,1.0
125.0,135.0,4.0,1.Kat,0,2.0,Kombi Doğalgaz,14.48334044336031,bolu,5.0,Boş,0,0,1.0
125.0,140.0,4.0,2.Kat,0,5.0,Kombi Doğalgaz,14.316286451937186,bolu,5.0,Boş,1,0,1.0
54.99999999999999,65.0,2.0,2.Kat,1,2.0,Kombi Doğalgaz,14.11561589115508,bolu,3.0,Kiracı Oturuyor,0,0,1.0
125.0,135.0,4.0,1.Kat,0,2.0,Kombi Doğalgaz,14.48334044336031,bolu,5.0,Boş,0,0,1.0
125.0,175.0,4.0,2.Kat,0,0.0,Kombi Doğalgaz,15.18922639004183,bolu,4.0,Boş,0,1,2.0
165.0,200.0,5.0,Yüksek Giriş,0,0.0,Kombi Doğalgaz,15.297115326161192,bolu,3.0,Boş,0,0,2.0
120.0,130.0,4.0,4.Kat,0,2.0,Kombi Doğalgaz,14.557448378884017,bolu,4.0,Boş,0,0,1.0
115.0,125.00000000000004,4.0,3.Kat,0,2.0,Kombi Doğalgaz,14.711190744264156,bolu,5.0,Boş,0,0,1.0
95.0,120.0,3.0,1.Kat,0,3.0,Kombi Doğalgaz,14.331324320256051,bolu,4.0,Boş,0,0,1.0
175.0,200.0,5.0,1.Kat,0,3.0,Kombi Doğalgaz,15.11023799953124,bolu,3.0,Kiracı Oturuyor,0,0,2.0
120.0,130.0,3.0,2.Kat,0,5.0,Kombi Doğalgaz,14.13396501635527,bolu,5.0,Boş,0,1,1.0
125.0,135.0,4.0,1.Kat,0,4.0,Kombi Doğalgaz,14.070153551531355,bolu,5.0,Kiracı Oturuyor,0,0,1.0
90.0,100.0,3.0,4.Kat,0,1.0,Kombi Doğalgaz,14.690979711984754,bolu,4.0,Boş,0,1,1.0
350.0,400.0,8.0,Bahçe Dublex,0,3.0,Kombi Doğalgaz,15.843658936835498,bolu,4.0,Mülk Sahibi Oturuyor,1,0,3.0
125.0,135.0,4.0,2.Kat,0,3.0,Kombi Doğalgaz,14.669926311652166,bolu,4.0,Boş,0,0,1.0
130.0,140.0,4.0,5.Kat,0,5.0,Kombi Doğalgaz,14.25376613405651,bolu,5.999999999999999,Boş,0,0,1.0
140.0,150.0,4.0,1.Kat,0,5.0,Kombi Doğalgaz,14.137594781770806,bolu,5.0,Boş,0,0,1.0
125.0,175.0,4.0,3.Kat,0,0.0,Kombi Doğalgaz,15.009433329466964,bolu,4.0,Boş,0,0,2.0
120.0,130.0,4.5,1.Kat,0,4.0,Kombi Doğalgaz,14.331324320256051,bolu,4.0,Kiracı Oturuyor,1,0,1.0
130.0,135.0,4.0,Çatı Katı,0,2.0,Kombi Doğalgaz,14.473031079015652,bolu,5.0,Mülk Sahibi Oturuyor,0,0,1.0
